0.568,-6.0,-3.3,-2.7,-0.7,0.0,1.3,-8.0,-8.0,-5.3,-1.3,0.7,2.0
0.575,-5.3,-1.3,-2.0,-0.7,0.0,1.3,-7.3,-7.3,-5.3,-1.3,0.7,2.0
0.582,-4.7,0.0,-1.3,-0.7,0.0,1.3,-7.3,-6.0,-4.7,-1.3,0.7,2.0
0.589,-3.3,0.7,0.0,0.0,0.0,1.3,-6.7,-4.7,-4.0,-1.3,0.0,2.0
0.596,-2.7,2.7,0.0,0.0,0.0,1.3,-6.7,-3.3,-4.0,-1.3,0.0,2.0
0.603,-2.0,4.0,1.3,0.0,0.0,0.7,-6.0,-2.0,-4.0,-1.3,0.0,2.0
0.610,-1.3,6.0,2.0,0.0,0.0,0.7,-5.3,-1.3,-3.3,-1.3,0.0,2.0
0.617,0.0,7.3,3.3,0.7,0.0,0.7,-4.7,0.0,-2.7,-1.3,0.0,1.3
0.624,0.7,9.3,4.7,1.3,0.0,0.7,-2.7,2.0,-2.0,-1.3,-0.7,1.3
0.631,1.3,10.7,6.0,1.3,0.0,0.0,-2.0,3.3,-0.7,-1.3,-0.7,1.3
0.638,2.7,12.7,6.7,2.0,0.0,0.0,-1.3,5.3,0.0,-1.3,-0.7,0.7
0.645,4.0,14.0,8.0,2.7,0.0,0.0,0.0,6.7,0.7,-1.3,-1.3,0.0
0.652,4.7,15.3,9.3,3.3,0.0,0.0,0.7,8.0,2.0,-1.3,-1.3,-0.7
0.659,6.0,16.7,10.7,4.0,0.0,0.0,1.3,9.3,2.7,-1.3,-1.3,-0.7
0.666,7.3,18.7,12.0,4.7,0.0,-0.7,2.0,10.7,3.3,-1.3,-1.3,-0.7
0.673,8.7,19.3,13.3,5.3,0.0,-0.7,3.3,12.0,4.0,-1.3,-2.0,-1.3
0.680,10.0,20.7,14.7,6.0,0.0,-1.3,4.0,14.7,6.0,-0.7,-2.0,-1.3
0.687,10.7,22.0,15.3,6.7,0.0,-1.3,6.7,16.0,6.7,0.0,-2.0,-2.0
0.694,12.0,23.3,16.7,7.3,0.0,-2.0,7.3,17.3,8.0,0.0,-2.0,-2.0
0.701,13.3,24.0,18.0,8.0,0.0,-2.0,8.7,18.0,8.7,0.7,-2.0,-2.7
0.708,14.7,24.7,18.7,8.7,0.0,-2.7,10.0,19.3,10.0,1.3,-2.0,-2.7
0.715,15.3,26.0,19.3,9.3,0.0,-2.7,10.7,20.0,10.7,1.3,-2.0,-2.7
0.722,16.7,26.0,20.7,10.0,0.0,-2.7,12.0,20.7,11.3,2.0,-2.0,-3.3
0.729,17.3,26.7,21.3,10.7,0.0,-3.3,12.7,22.0,13.3,2.7,-2.0,-4.0
0.736,18.7,27.3,22.0,11.3,0.0,-4.0,14.7,23.3,14.0,4.0,-2.0,-4.0
0.743,19.3,27.3,22.7,12.0,0.0,-4.0,16.0,24.0,15.3,4.7,-2.0,-4.7
0.750,20.0,27.3,23.3,12.0,0.0,-4.0,16.7,24.0,16.7,6.0,-2.0,-4.7
0.757,20.7,27.3,23.3,12.7,0.7,-4.7,18.0,24.7,17.3,6.7,-2.0,-5.3
0.764,21.3,27.3,24.0,13.3,0.7,-4.7,18.7,24.7,18.7,7.3,-2.0,-5.3
0.771,22.0,27.3,24.0,14.0,0.7,-5.3,19.3,25.3,19.3,8.0,-2.0,-5.3
0.778,22.0,26.7,24.0,14.0,0.7,-5.3,20.0,25.3,20.0,8.7,-2.0,-5.3
0.785,22.7,26.0,24.0,14.7,0.7,-5.3,20.7,25.3,21.3,10.0,-2.0,-6.0
0.792,22.7,25.3,24.0,14.7,1.3,-6.0,21.3,25.3,22.0,11.3,-2.0,-6.0
0.799,22.7,24.7,23.3,15.3,1.3,-6.0,22.0,25.3,22.0,12.0,-2.0,-6.0
0.806,22.7,23.3,22.7,15.3,1.3,-6.0,22.0,25.3,22.7,12.7,-1.3,-6.0
0.813,22.0,22.7,22.7,15.3,2.0,-6.0,22.7,24.7,22.7,13.3,-1.3,-6.0
0.820,22.0,21.3,22.0,15.3,2.0,-6.7,22.7,24.7,22.7,14.0,-0.7,-6.7
0.827,21.3,20.0,21.3,14.7,2.0,-6.7,22.7,24.0,22.7,14.7,-0.7,-6.7
0.834,20.7,18.7,20.0,14.7,2.0,-6.7,22.7,23.3,22.7,14.7,0.0,-6.7
0.841,20.0,17.3,19.3,14.7,2.0,-6.7,22.7,22.7,22.7,14.7,0.7,-6.7
0.848,19.3,16.0,18.0,14.0,2.0,-6.7,22.0,20.7,21.3,14.7,1.3,-6.7
0.855,18.7,14.0,16.7,13.3,2.7,-6.7,21.3,19.3,21.3,14.7,1.3,-6.7
0.862,17.3,12.7,15.3,12.7,2.7,-6.7,20.7,18.7,20.7,14.7,2.0,-6.7
0.869,16.0,10.7,14.0,12.0,2.7,-6.7,20.0,17.3,20.0,14.0,2.0,-6.7
0.876,14.7,8.7,12.7,11.3,2.7,-6.7,19.3,16.7,19.3,14.0,2.0,-6.7
0.883,13.3,7.3,11.3,10.7,2.7,-6.7,18.7,15.3,18.7,14.0,2.7,-6.7
0.890,12.0,5.3,9.3,9.3,2.7,-6.0,18.0,14.7,18.0,14.0,2.7,-6.7
0.897,10.7,3.3,8.0,8.7,2.0,-6.0,17.3,13.3,16.0,14.0,3.3,-6.7
0.904,8.7,1.3,6.0,7.3,2.0,-6.0,14.7,10.7,15.3,14.0,3.3,-6.7
0.911,7.3,0.0,4.7,6.0,2.0,-5.3,13.3,9.3,14.7,13.3,3.3,-6.7
0.918,5.3,-2.0,2.7,4.7,2.0,-5.3,12.0,8.0,13.3,12.7,3.3,-6.0
0.925,4.0,-4.0,0.7,3.3,1.3,-5.3,10.7,7.3,12.7,12.7,4.0,-5.3
0.932,2.0,-6.0,-0.7,2.0,1.3,-4.7,8.7,6.0,12.7,12.0,4.0,-4.7
0.939,0.0,-7.3,-2.0,0.7,0.7,-4.7,7.3,4.7,12.0,11.3,4.0,-4.7
0.946,-1.3,-9.3,-4.0,0.0,0.7,-4.0,6.0,3.3,11.3,11.3,4.7,-3.3
0.953,-3.3,-11.3,-6.0,-1.3,0.0,-4.0,2.7,0.7,10.7,11.3,4.7,-2.7
0.960,-5.3,-13.3,-8.0,-3.3,0.0,-3.3,0.7,-0.7,10.7,11.3,4.7,-2.7
0.967,-7.3,-14.7,-9.3,-4.7,-0.7,-2.7,-0.7,-2.0,10.0,11.3,4.7,-2.0
0.974,-9.3,-16.7,-11.3,-6.7,-0.7,-2.7,-2.7,-3.3,10.0,11.3,4.7,-2.0
0.981,-10.7,-18.7,-13.3,-8.0,-1.3,-2.0,-4.0,-4.7,9.3,11.3,4.7,-1.3
0.988,-12.7,-20.0,-15.3,-9.3,-2.0,-1.3,-6.0,-6.0,8.7,11.3,4.7,-1.3
0.996,-14.7,-21.3,-16.7,-11.3,-3.3,-1.3,-8.7,-8.7,8.0,11.3,4.0,-0.7
1.003,-16.7,-22.7,-18.7,-12.7,-4.0,-0.7,-10.7,-10.7,8.0,10.7,4.0,-0.7
1.011,-18.0,-24.0,-20.0,-14.7,-4.7,0.0,-12.0,-12.0,7.3,10.7,3.3,0.0
1.018,-20.0,-25.3,-21.3,-16.0,-5.3,0.0,-13.3,-13.3,6.7,10.7,3.3,0.0
1.025,-21.3,-26.7,-22.7,-17.3,-6.0,0.0,-14.7,-15.3,6.0,10.7,2.0,0.7
1.032,-22.7,-27.3,-24.0,-18.7,-7.3,0.7,-16.0,-18.0,4.7,10.0,1.3,1.3
1.039,-24.0,-28.0,-25.3,-20.0,-8.0,0.7,-19.3,-20.0,4.0,9.3,1.3,1.3
1.046,-24.7,-28.7,-26.0,-21.3,-8.7,1.3,-20.7,-21.3,3.3,9.3,0.7,2.0
1.053,-26.0,-29.3,-26.7,-22.7,-10.0,1.3,-22.0,-22.7,2.7,8.7,0.0,2.0
1.060,-26.7,-29.3,-28.0,-23.3,-10.7,2.0,0.0,-22.7,-24.7,2.0,8.7,-0.7
1.065,-27.3,-30.0,-28.0,-24.0,-11.3,2.0,-24.0,-25.3,0.7,8.0,-1.3,2.7
1.072,-28.0,-30.0,-28.7,-24.7,-12.0,2.7,-24.7,-26.7,-26.7,0.0,7.3,0.0
1.078,-28.7,-30.0,-29.3,-25.3,-12.7,2.7,0.0,-25.3,-27.3,-1.3,7.3,-2.7
1.083,-28.7,-30.0,-29.3,-26.0,-13.3,2.7,-26.7,-28.0,-2.0,6.7,-3.3,3.3
1.090,-29.3,-30.0,-29.3,-26.7,-14.7,2.7,-27.3,-28.7,-3.3,6.0,-4.0,3.3
1.097,-29.3,-29.3,-29.3,-27.3,-15.3,3.3,-28.0,-28.7,-4.7,4.7,-6.0,4.0
1.104,-29.3,-28.7,-29.3,-27.3,-16.0,3.3,-28.0,-28.7,-28.7,-8.0,3.3,-6.7
1.110,-28.7,-28.7,-29.3,-28.0,-16.7,3.3,-28.7,-28.7,-9.3,2.0,-7.3,4.0
1.117,-28.7,-27.3,-29.3,-28.0,-17.3,3.3,-29.3,-28.7,-11.3,1.3,-8.7,4.7
1.124,-28.0,-26.7,-28.7,-28.0,-17.3,3.3,-29.3,-28.0,-12.7,0.0,-9.3,4.7
1.131,-27.3,-26.0,-28.0,-28.0,-18.0,3.3,-28.7,-27.3,-14.7,-0.7,-10.7,4.7
1.138,-26.7,-24.7,-27.3,-27.3,-18.7,3.3,-28.7,-26.7,-16.0,-2.0,-11.3,4.7
1.145,-26.0,-24.0,-26.7,-27.3,-18.7,2.7,-28.0,-26.0,-17.3,-3.3,-12.7,4.7
1.152,-24.7,-22.7,-26.0,-26.7,-18.7,2.7,-27.3,-25.3,-19.3,-4.7,-13.3,4.7
1.159,-24.0,-21.3,-25.3,-26.0,-19.3,2.7,-27.3,-24.7,-20.7,-6.0,-14.7,4.7
1.166,-22.7,-20.0,-24.0,-25.3,-19.3,2.7,-26.7,-24.0,-23.3,-8.7,-15.3,4.7
1.173,-20.7,-18.0,-22.7,-24.7,-19.3,2.0,-24.7,-21.3,-24.0,-10.0,-16.0,4.7
1.180,-19.3,-16.7,-21.3,-24.0,-19.3,2.0,-23.3,-20.0,-24.0,-11.3,-16.7,4.7
1.187,-18.0,-14.7,-20.0,-23.3,-19.3,2.0,-22.0,-18.7,-23.3,-13.3,-16.7,4.0
1.194,-16.0,-13.3,-18.7,-22.0,-18.7,1.3,-20.7,-17.3,-22.7,-14.7,-17.3,4.0
1.201,-14.7,-11.3,-17.3,-20.7,-18.7,0.7,-19.3,-16.7,-22.0,-16.7,-17.3,4.0
1.208,-12.7,-10.0,-15.3,-19.3,-18.0,0.7,-18.0,-15.3,-20.7,-18.7,-17.3,3.3
1.215,-10.7,-8.0,-14.0,-18.0,-17.3,0.0,-17.3,-14.7,-20.0,-20.7,-17.3,3.3
1.222,-8.7,-6.0,-12.0,-16.7,-16.7,0.0,-16.0,-13.3,-18.7,-21.3,-17.3,2.0
1.229,-6.7,-4.0,-10.0,-15.3,-16.0,0.0,-13.3,-10.7,-16.0,-20.7,-17.3,1.3
1.236,-4.7,-2.0,-8.7,-14.0,-15.3,0.0,-11.3,-9.3,-14.7,-19.3,-17.3,1.3
1.243,-2.0,0.0,-6.7,-12.0,-14.0,-0.7,-9.3,-7.3,-13.3,-18.0,-16.7,0.7
1.250,0.0,1.3,-4.7,-10.7,-13.3,-0.7,-7.3,-6.0,-12.7,-17.3,-16.0,0.7
1.257,1.3,3.3,-2.7,-8.7,-12.0,-1.3,-5.3,-4.0,-12.0,-16.7,-16.0,0.7
1.264,3.3,5.3,-1.3,-7.3,-11.3,-1.3,-3.3,-2.7,-11.3,-16.7,-16.0,0.0
1.271,6.0,6.7,0.0,-5.3,-10.0,-2.0,-2.0,-2.0,-11.3,-16.0,-16.0,0.0
1.278,8.0,8.7,2.0,-3.3,-8.7,-2.0,-16.0,0.0,-0.7,-10.7,-16.0,-16.0
1.283,9.3,10.0,3.3,-2.0,-7.3,-2.0,1.3,0.7,-10.0,-15.3,-16.0,-16.0
1.290,11.3,12.0,5.3,0.0,-6.0,-2.0,-16.0,3.3,2.0,-10.0,-15.3,-16.0
1.296,13.3,13.3,7.3,0.7,-4.7,-2.7,-16.0,5.3,3.3,-10.0,-15.3,-16.0
1.302,14.7,15.3,8.7,2.7,-3.3,-2.7,6.7,4.7,-9.3,-15.3,-16.0,-4.7
1.310,17.3,16.7,10.7,4.0,-2.0,-2.7,10.7,8.0,-9.3,-9.3,-15.3,-5.3
1.319,19.3,18.7,12.7,6.7,0.0,-2.0,12.7,9.3,-9.3,-15.3,-16.0,-5.3
1.330,22.0,21.3,15.3,9.3,2.0,-2.0,16.0,12.7,-8.7,-15.3,-16.0,-5.3
1.337,23.3,22.0,17.3,11.3,3.3,-1.3,17.3,14.0,-8.7,-15.3,-16.0,-5.3
1.344,24.7,23.3,18.7,12.7,5.3,-1.3,19.3,15.3,-8.0,-15.3,-16.0,-5.3
1.351,26.0,24.7,20.0,14.7,6.7,-0.7,20.7,17.3,-8.0,-15.3,-16.0,-5.3
1.358,26.7,26.0,21.3,16.0,8.0,0.0,22.0,18.7,-7.3,-15.3,-16.0,-4.7
1.365,27.3,26.7,22.7,18.0,10.0,0.0,24.7,21.3,-6.0,-15.3,-15.3,-4.0
1.372,28.7,27.3,24.0,19.3,11.3,0.7,25.3,22.7,-5.3,-15.3,-15.3,-4.0
1.379,28.7,28.0,25.3,20.7,12.7,2.0,26.7,24.0,-4.0,-14.7,-15.3,-3.3
1.386,29.3,28.7,26.0,22.0,14.7,2.7,27.3,25.3,-3.3,-14.0,-15.3,-2.7
1.393,29.3,28.7,26.7,22.7,16.0,4.0,28.0,26.0,-2.0,-14.0,-15.3,-2.7
1.400,29.3,29.3,27.3,24.0,17.3,4.7,28.7,26.7,-0.7,-13.3,-15.3,-2.0
1.407,29.3,29.3,28.0,25.3,18.7,6.0,28.7,27.3,0.7,-12.7,-15.3,-1.3
1.414,28.7,29.3,28.7,26.0,20.0,7.3,29.3,28.0,3.3,-12.0,-15.3,0.0
1.421,28.0,29.3,28.7,26.7,20.7,8.7,29.3,28.7,4.7,-10.7,-15.3,1.3
1.428,27.3,28.7,29.3,27.3,22.0,10.0,29.3,28.7,6.0,-10.0,-15.3,2.0
1.435,26.0,28.7,29.3,28.0,22.7,11.3,28.7,28.7,8.0,-8.7,-15.3,3.3
1.442,25.3,28.0,29.3,28.7,24.0,12.7,28.0,28.7,9.3,-8.0,-15.3,4.7
1.449,24.0,27.3,29.3,28.7,24.7,14.0,27.3,28.0,11.3,-7.3,-15.3,6.0
1.456,22.7,26.7,28.7,28.7,25.3,14.7,26.7,28.0,12.7,-6.0,-15.3,6.7
1.463,20.7,26.0,28.7,29.3,26.0,16.0,26.0,28.0,14.7,-5.3,-15.3,8.0
